Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Post_Type
UW–Madison Arboretum,uwarboretum,6652,2022-05-24 16:47:54 EDT,5/24/22,16:47:54,Album,555,552,3,0,FALSE,https://www.instagram.com/p/Cd9GrKUPh64/,https://www.instagram.com/p/Cd9GrKUPh64/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/283426531_1529767257418717_2368865349098844264_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=zoP_U9brIdIAX8dLLuH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT__KD5VBca3BmyqF8G5U59zuii6slVo65xjQ3k4kgCTgw&oe=6354C1D0,,"Today's roadside crane family sightings! A crane family strolls down the road, two baby chicks prancing alongside their parents. The other group of four cranes (one is out of frame) is likely a family of a mated pair with two young from last year that will soon go out on their own. #madisonwi #uwmadison #urbanwildlife",,,,2.94,Album_Video
UW–Madison Arboretum,uwarboretum,6643,2022-05-16 11:04:29 EDT,5/16/22,11:04:29,Album,25,25,0,0,FALSE,https://www.instagram.com/p/Cdn5A9irRdg/,https://www.instagram.com/p/Cdn5A9irRdg/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/281330894_993312961316448_4481221172066696766_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XxH2sZzWZ1UAX_KD7J0&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8QSHNmzIHPAXHvixZ60CmCXgeBX9o1UPbEG5cZQycLUA&oe=635362BF,,Want to contribute to monarch conservation? Sign up for the June 4 @mlmpcitsci virtual training! Learn how to get involved and talk with experts. Register by June 2. Link in bio. #citizenscience #monarchconservation #getinvolved,,,,-7.56,Album_Video
UW–Madison Arboretum,uwarboretum,6621,2022-05-11 16:16:49 EDT,5/11/22,16:16:49,Video,186,182,4,1292,FALSE,https://www.instagram.com/tv/CdbkgyzgYF-/,https://www.instagram.com/tv/CdbkgyzgYF-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/280207781_729426324906673_4898542613216155575_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=RfpVpV7A7CIAX_kbkqc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_X0_hcekom_mf5MFN8saQpiIMtrn1qK0SYeCgVIisWew&oe=63464A1A,,"At Lost City Forest, Arboretum and Edgewood College researchers are studying the effectiveness of combined management techniques to control invasive shrubs and help establish native species. Last fall, volunteers hand-cleared some research plots during restoration work parties, and land care staff forestry mowed others. This spring, Arboretum staff followed up with prescribed fire in select plots. More data will be collected this summer to assess changes in vegetation, leaf litter, woody debris, and light availability in all the research plots including the control plots with no management. #madisonwi #uwmadison #rxfire #research",,,,1.79,Album_Video
UW–Madison Arboretum,uwarboretum,6585,2022-05-05 17:32:54 EDT,5/5/22,17:32:54,Album,371,367,4,0,FALSE,https://www.instagram.com/p/CdMQuJsvUsr/,https://www.instagram.com/p/CdMQuJsvUsr/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/279675881_5132401673503216_7525921116999841235_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=v3Lk-suqXE8AX_5Xr5R&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8iLqBINQw0BWnJEv7mZp955I4Pd70KTQ6FGJ2Lu3prNA&oe=6342828B,,"Blooms update! Magnolias are in bloom (pics 1 & 2), with more to come as the weather warms. Lilacs (pic 3) and crabapples (pic 4) will surely bloom with next week’s warm spell. Pears (pic 5) are in bloom and so are cherries (pic 6). This weekend will be the ideal time to see the cherries as they are likely to fade in next week’s heat. Bloodroot and trout-lily (pic 7) are blooming at Wingra Oak Savanna. The little yellow warbler (pic 8) is here to remind us that it’s every Wisconsin birder’s favorite time of year! #madisonwi #uwmadison #wiwx #springblooms #birdmigration",,,,1.96,Album_Video
UW–Madison Arboretum,uwarboretum,6575,2022-05-03 15:57:46 EDT,5/3/22,15:57:46,Photo,41,41,0,0,FALSE,https://www.instagram.com/p/CdG8PSMh6aj/,https://www.instagram.com/p/CdG8PSMh6aj/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/279786468_677995963305145_6052997164188501172_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Y3U45adPpwAAX9W5arI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_bKViiZPN6R6X5_YQg6B5_2w2C1XzlzBjg9EbKw1VL4A&oe=633F7DE6,,"Once the risk of frost has passed, converting even a small corner of your yard to native plants can make a big difference for our lakes! Their deep roots help rain soak into the soil and protect against flooding. These resources will show you how to get started: https://www.ripple-effects.com/rainGardens. #SoakUpTheRain",,,,-2.93,Photo
UW–Madison Arboretum,uwarboretum,6534,2022-04-26 18:03:20 EDT,4/26/22,18:03:20,Album,361,357,4,0,FALSE,https://www.instagram.com/p/Cc1JDK6sxIL/,https://www.instagram.com/p/Cc1JDK6sxIL/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/279297672_696268024980535_5512515408776905406_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=rL86gdFDT1MAX8t06tY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-ujxN26NpF3Be4xQfltiDioqwNGk1hr5eVaPwI1-wtRg&oe=633A4F22,,"It’s true: some magnolias have begun to bloom (photo 1). Buds are protected but blooms are fragile, and once open they can be damaged (photo 2) by freezing temps like those forecast for tonight. Thanks to a cool spring, we are still mostly waiting for things to flower and green up (photo 3). Cherries have not yet bloomed but are close, crabapple buds are swelling (photo 4), and lilacs (photo 5) are likely a few weeks off. Forsythia is ablaze (photo 6). Bloom times, duration, and quality are weather dependent so sunshine and warmth would be a welcome change to move things along. #madisonwi #uwmadison #wiwx #springbloom",,,,1.91,Album_Video
UW–Madison Arboretum,uwarboretum,6504,2022-04-14 14:01:59 EDT,4/14/22,14:01:59,Photo,84,83,1,0,FALSE,https://www.instagram.com/p/CcVz4p8h8Zo/,https://www.instagram.com/p/CcVz4p8h8Zo/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/278202352_442101517673688_476968554846698829_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=P4K_hutMx5MAX_otbQx&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_c0h4jvFNbe_AGmSuKE-mr-w6ydJRA18DQdTRvA_n2jg&oe=6338695E,,"Eastern bluebirds are a beloved species and a welcome sign of spring. Join us for an upcoming class to learn about the fascinating life of bluebirds, their behavior, reasons for their decline, and restoration efforts. Instructor Sylvia Marek, Arboretum naturalist, created the Arboretum bluebird trail in 1988 and has monitored it for 33 years. You won't want to miss this class! Fee: $20. Register by May 3. Link in bio.",,,,-1.42,Photo
UW–Madison Arboretum,uwarboretum,6499,2022-04-13 18:14:05 EDT,4/13/22,18:14:05,Photo,192,189,3,0,FALSE,https://www.instagram.com/p/CcTr8nLPxst/,https://www.instagram.com/p/CcTr8nLPxst/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/278418387_471970871386882_2560924158031797612_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=LszxiJK_w4gAX9NKwyF&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-N_KNfwmlqlquEEF7wvWkFoxNBuJJigxNhr6knXGxwdw&oe=632EDA6C,,Waiting out the rain ##madisonwi #uwmadison #wiwx #urbanwildlife,,,,1.61,Photo
UW–Madison Arboretum,uwarboretum,6496,2022-04-08 10:48:53 EDT,4/8/22,10:48:53,Album,346,344,2,0,FALSE,https://www.instagram.com/p/CcGBBZ-LGk-/,https://www.instagram.com/p/CcGBBZ-LGk-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/278010023_144484941405323_9220350945737144068_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FDiTilwcPzwAX9tp6f8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9651ruZxyYbpIHfqjw6iQ968GIQD1ykCtWjUcG79K2xw&oe=631FA4DF,,"Ah, spring in Wisconsin. Snowdrops and crabapple tree, photos a day apart. Not pictured: mud. #madisonwi #uwmadison #wiwx",,,,1.83,Album_Video
UW–Madison Arboretum,uwarboretum,6494,2022-04-07 17:17:00 EDT,4/7/22,17:17:00,Photo,29,29,0,0,FALSE,https://www.instagram.com/p/CcEIo7PhaTj/,https://www.instagram.com/p/CcEIo7PhaTj/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/277916794_667499414510732_4355073316068976853_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FI_UPIxKWHgAX_LVBqu&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-F7doNRFfrI_Zz_XLqEB3QdGkRHCRgfyullEVHa6zGfg&oe=630C0FE5,,"Help rain soak into the soil instead of rushing directly to the storm drains that empty into and pollute our local lakes! Redirect your roof downspouts so rain can run into your yard or garden instead of onto a paved surface. Flexible downspout extensions are available at many hardware stores, so don’t wait to make this quick fix! https://ripple-effects.com/ #SoakUpTheRain",Arboretum UNIVERSIT VISCONSIN MADISON #SoakUp TheRain UO C Flooded streets: polluted lakes,,,-4.14,Photo
UW–Madison Arboretum,uwarboretum,6494,2022-04-07 12:25:19 EDT,4/7/22,12:25:19,Photo,36,35,1,0,FALSE,https://www.instagram.com/p/CcDnQ7HL26w/,https://www.instagram.com/p/CcDnQ7HL26w/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/277952699_1091478921718847_701795533398402858_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=YIMGBWKCk5UAX-FI3Ih&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT84faAooQxbUuK5VCatpr73anutqwG2XgncEqgES3tbhQ&oe=630904D5,,"#Repost @madisonpublicartproject with @make_repost
・・・
🍃 ✨🍃✨🍃✨🍃✨SAVE THE DATE! ✨

🌿 We hope you will join us at the UW-Madison Arboretum’s Longenecker Gardens. 

🍁 Unveiling #CanopyUnderstories an exciting new biomimetic sculpture series commissioned by the #madisonpublicartproject 

🌱 Featuring artists Laura Richards & William Grant Turnbull 

🌎 Opening Earth Day! 
Friday April 22, 2022
1 PM 

✨All are invited. Stay tuned for details.✨

@madisonpublicartproject 
@paradigmforge 
@uwarboretum 
@uwmadison 

#publicart #sculpture #madisonarts #artswisconsin #destinationmadison #artexhibition #artsatuw #STEMlearning #uwmadison #MadisonWI #artandcommunity","JOIN US! AT THE UW-MADISON ARBORETUM'S LONGENECKER GARDENS UNVEILING ""CANOPY UNDERSTORIES"" A new Public Art sculpture series commissioned by the Madison Public Art Project Featuring artists William Grant Turnbull and Laura Richards Opening Ceremony on Earth Day! Friday April 22nd, 2022 PM invited All are Join us as these exciting sculptures premiere to the public. An artists' talk will follow. IG: @MadisonPublicArtProject info@MadsionPublicArtProject.com Madisoh madisonpublicartproject",,,-3.39,Photo
UW–Madison Arboretum,uwarboretum,6496,2022-04-06 16:16:30 EDT,4/6/22,16:16:30,Photo,18,18,0,0,FALSE,https://www.instagram.com/p/CcBc68Dhipj/,https://www.instagram.com/p/CcBc68Dhipj/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/277908185_813093859647295_7906046063620625798_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=5fd6LPlVa80AX8p8KYf&_nc_oc=AQlD8urEtUsW91Furj4NeMPDHmyvnUtn3OFuqfD8vAOTJtaZfPiDrh-G2F_upOjCtUo&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_voS7fb6ZepHc_hHhPzFX10EBm-rwMXCq67s9xugiUWw&oe=62F05FA7,,We reached our Day of the Badger campaign goal and matching gifts! Thank you to all our generous supporters. We're so grateful. Your gifts helps sustain the Arboretum’s work. And there's still time to give – Day of the Badger ends today at 5 p.m. CDT. Link in bio. #uwarboretum #dayofthebadger,"‎one or more people, people standing, child and outdoor, ‎'‎SEIZE THE DAY #dayofthebadger is happening now Get in on the celebration atdayofthebadger.org ه THE BADGER DAY April 5-6‎'‎‎",,,-6.78,Photo
UW–Madison Arboretum,uwarboretum,6496,2022-04-06 11:21:24 EDT,4/6/22,11:21:24,Photo,27,27,0,0,FALSE,https://www.instagram.com/p/CcA7JZZJEIw/,https://www.instagram.com/p/CcA7JZZJEIw/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/278038717_119604783844346_521072995457237301_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=hQ_uUZu2X90AX8rOxF3&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=00_AT-qA5-63-fLZTzihrqHTUtREuBzIlaXWRjwU4ydRCjTIw&oe=62D3B867,,"We are close to reaching our Day of the Badger campaign goal! Your support will be doubled thanks to a $5,000 matching gift from Judy and Sal Troia. And we just reached a $1,000 challenge gift from Chris Smithka and Haben Goitom. Thank you to all our generous supporters! Will you help us meet our goal before 5 p.m. CDT? Link in bio. #dayofthebadger #uwarboretum","බ Gifts sustain environmental education, ecological restoration, and more BADGER DAY OF THE WA dayofthebadger.org WA",,,-4.59,Photo
UW–Madison Arboretum,uwarboretum,6499,2022-04-05 14:59:15 EDT,4/5/22,14:59:15,Photo,30,30,0,0,FALSE,https://www.instagram.com/p/Cb-vSN3BA1M/,https://www.instagram.com/p/Cb-vSN3BA1M/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/277868324_836901910599269_3864451969924970749_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=cVTkIVHRfPYAX9xJ9Ae&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8x6SXvwTe9DRQ0p3p5gKeSLaoyJv3r_v6s0xj24G8GJA&oe=62C7FBBB,,"We are almost a third of the way to reaching our Day of the Badger campaign goal! Your support will go farther with a $5,000 matching gift from Judy and Sal Troia. And with twenty-five more gifts we can reach an additional $1,000 challenge gift from Chris Smithka and Haben Goitom. Thank you to these generous supporters! Will you help us reach our #dayofthebadger goal April 5–6? Link in bio. #dayofthebadger #uwarboretum","‎outdoor and nature, ‎'‎اا اااااا BADGER DAY OF THE Gifts sustain environmental education, ecological restoration, and more dayofthebadger.org‎'‎‎",,,-4.13,Photo
UW–Madison Arboretum,uwarboretum,6499,2022-04-05 11:14:37 EDT,4/5/22,11:14:37,Photo,33,33,0,0,FALSE,https://www.instagram.com/p/Cb-Vk9Dsohz/,https://www.instagram.com/p/Cb-Vk9Dsohz/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/277958718_117554074072329_5694506239007417095_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Kdemh_qRuXAAX8TWGLu&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8mZIa-cEqlWnNpABKGxhPWX-HXLiy5JyZAAWJZOxFhqg&oe=62ADC891,,"Day of the Badger is here! Show your Badger pride and support for the Arboretum. Gifts help sustain our work, from environmental education to ecological restoration to citizen science and more. And this year, your impact will go farther thanks to a dollar-for-dollar matching gift and a challenge gift! Link in bio. #dayofthebadger #uwarboretum","‎one or more people, people standing, child and outdoor, ‎'‎SEIZE THE DAY #dayofthebadger is happening now Get in on the celebration atdayofthebadger.org ه THE BADGER DAY April 5-6‎'‎‎",,,-3.82,Photo
UW–Madison Arboretum,uwarboretum,6491,2022-04-01 12:21:31 EDT,4/1/22,12:21:31,Photo,22,22,0,0,FALSE,https://www.instagram.com/p/Cb0KDfxAUHO/,https://www.instagram.com/p/Cb0KDfxAUHO/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/277801202_319669113596435_5748416982069909688_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=d4h9qDnb5bMAX9dBKwe&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9ZRbSta0QHcQ6CTDCywBW6gmHi4RH7Qkc-1MnxSTQn_g&oe=62ADE78E,,"Day of the Badger is almost here! Share your Arboretum and Badger pride on April 5–6. And if you can, support the Arboretum. Your impact will be doubled thanks to a $5,000 matching gift! Stay tuned during Day of the Badger for updates and opportunities. Learn more at https://dayofthebadger.org/campaigns/arboretum#/.",READY TO SEIZE THE DAY? APRIL 5-6 DAY BADGER OF THE Learn more at dayofthebadger.org #dayofthebadger,,,-5.73,Photo
UW–Madison Arboretum,uwarboretum,6486,2022-03-31 09:41:46 EDT,3/31/22,9:41:46,Photo,313,309,4,0,FALSE,https://www.instagram.com/p/CbxS-7Er423/,https://www.instagram.com/p/CbxS-7Er423/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/277512606_297663742446938_8673046425487565369_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ufogEMWG2x0AX_eJ2K3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT86UQ-DyuldAJxfrtaIxEX8wKPebxZsQEvt58-BeXHMPw&oe=62AC5603,,It is pretty tho #wiwx #spring #madisonwi #uwmadison,,,,2.48,Photo
UW–Madison Arboretum,uwarboretum,6477,2022-03-25 10:04:29 EDT,3/25/22,10:04:29,Photo,58,58,0,0,FALSE,https://www.instagram.com/p/Cbh4zkEsdoT/,https://www.instagram.com/p/Cbh4zkEsdoT/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/276969516_411725660637411_6431335468137453410_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FSKefIQ6NmAAX-86bVV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_jN939DEc4BLO6Ay4fsucTFQZ28hLDx9zK2rV0zI9iIQ&oe=62A7E5C9,,"Looking to explore seasonal changes and enjoy nature-based stories and art activities together with your young ones?

Sign up for our upcoming family class ""Learning Together—Springtime Awakenings."" We'll take a walk to listen for birds and frogs, and look for new leaves on trees and woodland wildflowers. We'll also share stories and create nature art and crafts.

Fee: $20 per family/group up to four people. Click the link in our bio to learn more and register.",,,,-2.17,Photo
UW–Madison Arboretum,uwarboretum,6459,2022-03-12 10:17:33 EST,3/12/22,10:17:33,Photo,141,140,1,0,FALSE,https://www.instagram.com/p/CbAi1XsgkIX/,https://www.instagram.com/p/CbAi1XsgkIX/,https://scontent-msp1-1.cdninstagram.com/v/t51.2885-15/275720255_327409762741319_1002558968540090544_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=8O2imGZrsdUAX-PmsuZ&_nc_ht=scontent-msp1-1.cdninstagram.com&oh=00_AT-4cPi-joxjEjtoQDNrd7zIivIub4ZH3wpw_qXqdnz6_g&oe=62A4161E,,"Come join our team! We're hiring a Horticultural Specialist and a Natural Resource Specialist. Applications for both positions are due March 15.

The Horticultural Specialist will work with the Longenecker Horticultural Gardens Curator to maintain the state's largest and most diverse collection of woody plants. Learn more and apply: https://jobs.hr.wisc.edu/.../512634/horticultural-specialist. 

The Natural Resource Specialist will be a member of the land care crew that works to restore and manage the Arboretum's prairies, woodlands, and wetlands. Learn more and apply: https://jobs.hr.wisc.edu/.../natural-resource-specialist.",,,,1.12,Photo
UW–Madison Arboretum,uwarboretum,6457,2022-03-10 15:29:26 EST,3/10/22,15:29:26,Photo,74,74,0,0,FALSE,https://www.instagram.com/p/Ca7879Xh44S/,https://www.instagram.com/p/Ca7879Xh44S/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/275549067_345809333974523_1165877994452892921_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=gER-Jf_mqF0AX9tZgT8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT99xFW3GHGRnpAA080O2rp1Mqof5bWNGH2sT7WUbPp02w&oe=629C7B70,,"Spring is just around the corner. Join us for two upcoming in-person classes to celebrate the start of the season.

In ""Phenology—Keeping Track of Nature"" on March 19, explore how phenology—noting the periodic occurrences in the natural world—is both art and science, practiced for millennia across cultures and regions. Learn about different approaches, and maybe find your own. Fee: $20.

And in ""Ponds, Pines and Birds–Finding Mary Oliver"" on April 1, explore the nature-themed poems of Mary Oliver as inspiration to find your own topics to write about from the trail. Fee: $15.

Advance registration is required. See the link in our bio for more information and registration.",,,,-1.7,Photo
UW–Madison Arboretum,uwarboretum,6453,2022-03-07 11:22:12 EST,3/7/22,11:22:12,Photo,25,25,0,0,FALSE,https://www.instagram.com/p/CazyQghtrcY/,https://www.instagram.com/p/CazyQghtrcY/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/275321545_356097559773278_1392609896984606405_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=louW6MB1swwAX_flfjR&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT88HG2LCjJ2bomDDiWplBYHjUnYGdqQFTVXae5I49y7Ag&oe=6291BD23,,"Native plants make the best rain gardens, which are important sites where stormwater can soak into the soil. A garden of any size can make a big difference, so check out https://foamadison.org/ or https://www.ripple-effects.com/plantDane to pre-order native plants for pickup in May! The deadlines to order are usually in mid-March, so make sure to get yours in early. #SoakUpTheRain",Arboretum UNIVERSIT OF WISCONSIN MADISON #SoakUp TheRain Is your yard ready to bloom this spring?,,,-5.08,Photo
UW–Madison Arboretum,uwarboretum,6429,2022-02-25 11:04:43 EST,2/25/22,11:04:43,Album,155,155,0,769,FALSE,https://www.instagram.com/p/CaaAUKXLEQO/,https://www.instagram.com/p/CaaAUKXLEQO/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/274867836_328870889181112_6235231223464800680_n.jpg?_nc_cat=103&ccb=1-6&_nc_sid=8ae9d6&_nc_ohc=wZJZgS00YS8AX-torqx&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-ho5_JVaTN7eq1kdjmUb_HSGntMsdUe46qh5FTabpS5Q&oe=628728E2,,"The Lake Wingra Springs Chloride Monitoring Project began in 2011 to assess chloride levels in groundwater at springs surrounding Lake Wingra. A team of citizen scientists, Friends of Lake Wingra volunteers, and Arboretum and Edgewood College staff monitor eight different springs each month. While there is not yet enough data to show long-term trends, five of the springs have reported chloride levels that exceed regulation limits, and one site has chloride levels that are considered toxic to aquatic organisms. Removing chloride from freshwater systems is difficult, but mitigation strategies such minimizing salt use are effective. Thank you to all our citizen scientists and partners who help monitor these springs year-round! #madisonwi #uwmadison #waterquality #lakewingra #volunteermonitoring #citizenscience",,,,-1.21,Album_Video
UW–Madison Arboretum,uwarboretum,6412,2022-02-19 11:49:11 EST,2/19/22,11:49:11,Photo,167,165,2,0,FALSE,https://www.instagram.com/p/CaKoofPL4_-/,https://www.instagram.com/p/CaKoofPL4_-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/274212442_748789746525514_3716505502102715082_n.jpg?_nc_cat=105&ccb=1-6&_nc_sid=8ae9d6&_nc_ohc=IDgvGO9MZuYAX-mlEnJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9ZD_wTzwYnJ4P03gXncVMZrwUIeO4160Q9Ys9kCmndLg&oe=627F6D0D,,"If you're visiting the Arboretum, we recommend good shoe traction, and ice cleats if you have them. Trail conditions were icy yesterday before the snow squall. With warming and freezing temps and more snow in the forecast, icy trails are possible for while longer. #uwmadison #madisonwi #wiwx",,,,1.31,Photo
UW–Madison Arboretum,uwarboretum,6399,2022-02-14 14:10:12 EST,2/14/22,14:10:12,Album,61,59,2,0,FALSE,https://www.instagram.com/p/CZ-Ay_1vl5G/,https://www.instagram.com/p/CZ-Ay_1vl5G/,https://scontent-den4-1.cdninstagram.com/v/t51.29350-15/273910532_271269411746295_808560777114555957_n.jpg?_nc_cat=102&ccb=1-6&_nc_sid=8ae9d6&_nc_ohc=I8XndL3sIFcAX90uyyr&_nc_ht=scontent-den4-1.cdninstagram.com&oh=00_AT8u5FQl7_BTkK4GfVEf9QXg_QPyk7xy453S-StGGt5jQg&oe=6278882C,,"Coming to the Arboretum later this year! Follow @madisonpublicartproject  for sneak peeks.
——
#Repost @madisonpublicartproject with @make_repost
・・・
🍁✨The artists William Grant Turnbull @paradigmforge and Laura Richards are designing in the studio this week for their upcoming project, “Canopy Understories”. Once completed, the sculptures will be on view later this year at the @uwarboretum 

🍃✨ In their artistic process, the artists use a broad survey of scanned herbarium specimens to gauge the variations in the growth pattern and venation in a given species. 

🍂✨They digitally enhance their scans to study the numerical relationships and angular branching patterns of the veins. The composited design builds a completely new leaf, that was ‘grown’ by the averages of the different specimens. 

🌿Stay tuned for more behind the scenes looks of the upcoming “Canopy Understories” project! 

📸 Photo: @paradigmforge 
-
#publicart #placemaking #madisonwi #madisonwisconsin #madisonpublicartproject #wisconsin #wisconsinarts #wisconsinoutdoors #danecountyarts #artswisconsin #contemporaryart #sculpture #industrialdesign #nature #leaf #onwisconsin #canopyunderstories",,,,-3.03,Album_Video
UW–Madison Arboretum,uwarboretum,6382,2022-02-10 09:54:40 EST,2/10/22,9:54:40,Album,228,225,3,0,FALSE,https://www.instagram.com/p/CZzQX4trmNb/,https://www.instagram.com/p/CZzQX4trmNb/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/273832811_102884425592743_5558958444884879197_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=QyPehHNHz3UAX-mTHsV&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=00_AT83ectWSXnObLguSk-cMTVFR7NkgwI5YjNxuRpbxLrakA&oe=62753D82,,"This winter the field staff is restoring oak woodland savanna in the Lost City Forest and at the Grady Tract. The first phase is removing dense growth of the nonnative shrubs and vines buckthorn, honeysuckle, and bittersweet. We use a large skid-steer with a forestry mower attachment and do this work when the ground is frozen to minimize soil disturbance. You may see this work and its results in a 10-acre area of the Lost City east of Teal Pond and in a 12- to 15-acre area in the Grady Tract. Removing invasive species opens the understory and allows more sunlight to reach the ground. We will use prescribed fire and add seed to help regenerate native savanna wildflowers, grasses, and oaks. Restoration also provides habitat for wildlife, including species of concern such as the redheaded woodpecker. Photos: 1. Lost City area after forestry mowing, 2. forestry mower in Lost City, 3. dense shrubs in Grady Tract before mowing, 4. mowed area in Grady Tract. Photos by Chris Kregel. #uwmadison #madisonwi #ecologicalrestoration #landcare",,,,1.24,Album_Video
UW–Madison Arboretum,uwarboretum,6368,2022-02-01 13:17:51 EST,2/1/22,13:17:51,Photo,30,30,0,0,FALSE,https://www.instagram.com/p/CZccd2gBXlx/,https://www.instagram.com/p/CZccd2gBXlx/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/273146952_337605881565721_4965155997606666747_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=ePOimyeuVSUAX_RHaVA&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_G2Ssh3VY0vpjmhXHLbVeFGS0kp1o9ZivrEMvGmdoSig&oe=626DCA9E,,You can make a difference for our lakes in your own backyard! Native plants help soak up the rain and prevent flooding in our area. Now is the time to plan how you can add those deep roots to your yard. https://dnr.wisconsin.gov/topic/endangeredresources/nativeplants.html #SoakUpTheRain,Arboretum UNIVERSITY OF VISCONSIN- MADISON #SoakUp #SoakUpTheRain TheRain Cultivate a yard with deep and grounded roots.,,,-4.43,Photo
